name1,name2,name3,name4,name5,mean_cp,mean_odds,uniq_a,uniq_b,shared,score,treeLevel
Entire right thigh (bpoc),LOCATION_OF,Neck (blor),LOCATION_OF,Malignant neoplasm of prostate (neop),2.68e-09,100.04,14,6,0,8.57,2.0
Entire right thigh (bpoc),LOCATION_OF,Neck (blor),LOCATION_OF,Bladder stenosis (anab),2.72e-16,40.69,14,17,0,25.53,2.0
Entire right thigh (bpoc),LOCATION_OF,Neck (blor),LOCATION_OF,Surgical margins (bpoc),2.93e-16,73.74,14,12,0,22.29,2.0
Intestines (bpoc),LOCATION_OF,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),4.5e-15,245.48,8,14,0,12.57,2.0
Intestines (bpoc),LOCATION_OF,Vitamin D3 Receptor (gngm),PREDISPOSES,Malignant neoplasm of prostate (neop),4.5e-15,244.71,8,13,0,12.92,2.0
Intestines (bpoc),LOCATION_OF,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.5e-09,256.99,8,6,0,10.5,2.0
Vitamin D (phsu),AFFECTS,Intestines (bpoc),LOCATION_OF,Adverse effects (patf),2.58e-09,176.91,10,12,0,18.33,2.0
Vitamin D (phsu),AFFECTS,Intestines (bpoc),LOCATION_OF,Toxic effect (inpo),6.12e-19,176.63,10,58,0,11.72,2.0
Sunscreening Agents (phsu),INTERACTS_WITH,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.32e-07,272.63,4,35,0,4.46,8.0
Sunscreening Agents (phsu),INTERACTS_WITH,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),1.32e-07,263.65,4,28,0,4.57,4.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,high-risk group (popg),2.24e-10,177.26,6,19,0,7.89,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),OCCURS_IN,Participant (humn),4.71e-06,174.85,6,4,0,6.67,21.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,"Rats, Sprague-Dawley (mamm)",2.77e-06,193.27,6,4,0,6.67,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Aggressive behavior (mobd),2.25e-10,183.04,6,8,0,10.5,9.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,Aggressive behavior (mobd),2.9e-09,180.11,6,6,0,12.0,7.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Adenocarcinoma (neop),2.24e-10,177.92,6,10,0,9.6,9.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Chronic inflammation (patf),2.24e-10,184.06,6,9,0,10.0,9.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Elderly man (aggp),1.72e-09,193.27,6,6,0,12.0,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PART_OF,Uterus (bpoc),2.9e-09,180.11,6,6,0,12.0,3.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Diabetes Mellitus (dsyn),2.24e-10,186.7,6,13,0,8.77,9.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Disease Progression (patf),2.24e-10,186.7,6,13,0,8.77,9.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Population Group (popg),2.24e-10,227.82,6,33,0,7.09,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PART_OF,Prostate (bpoc),2.24e-10,183.43,6,50,0,6.72,3.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Benign prostatic hypertrophy (neop),2.24e-10,182.32,6,37,0,6.97,9.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Surgical Patients (podg),2.9e-09,180.11,6,6,0,12.0,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),ISA,Prostatic Diseases (dsyn),2.24e-10,186.02,6,35,0,7.03,5.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Veterans (popg),2.24e-10,174.87,6,32,0,7.12,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,organ donor (popg),4.71e-06,174.85,6,4,0,6.67,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Secondary malignant neoplasm of bone (neop),2.24e-10,193.27,6,10,0,9.6,9.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,Cell Cycle (celf),2.86e-10,181.76,6,7,0,11.14,7.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PRODUCES,parathyroid hormone-related protein (aapp),2.58e-10,193.27,6,7,0,11.14,20.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,Couples (humn),2.9e-09,180.11,6,6,0,12.0,7.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PRODUCES,Androgens (horm),2.24e-10,179.11,6,11,0,9.27,20.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,Cell Death (celf),2.77e-06,193.27,6,4,0,6.67,7.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,father (humn),2.24e-10,170.7,6,40,0,6.9,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,"Mice, Transgenic (mamm)",2.24e-10,176.23,6,22,0,7.64,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,Tumorigenesis (neop),2.24e-10,181.0,6,13,0,8.77,7.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Population at Risk (popg),2.24e-10,185.6,6,11,0,9.27,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Clinicians (humn),4.71e-06,174.85,6,4,0,6.67,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,Pathogenesis (patf),2.24e-10,186.86,6,40,0,6.9,7.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,member (popg),2.24e-10,193.27,6,14,0,8.57,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,Prostate cancer metastatic (neop),2.77e-06,193.27,6,4,0,6.67,7.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,cohort (popg),2.9e-09,180.11,6,6,0,12.0,7.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Electromagnetic Energy (npop),1.14e-07,177.92,6,5,0,9.17,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PRODUCES,Androgen Receptor|AR (aapp),2.9e-09,180.11,6,6,0,12.0,20.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Ethnic group (popg),2.24e-10,186.02,6,35,0,7.03,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,"Transcription, Genetic (genf)",1.72e-09,193.27,6,6,0,12.0,7.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Neoplasm progression (neop),2.24e-10,178.54,6,21,0,7.71,9.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,African race (popg),2.24e-10,175.57,6,21,0,7.71,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Homosexuals (popg),7.65e-09,162.58,6,6,0,12.0,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PART_OF,Breast (bpoc),2.24e-10,185.6,6,11,0,9.27,3.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Xenograft Model (emod),2.24e-10,179.69,6,138,0,6.26,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),ISA,Solid tumor (neop),2.24e-10,187.69,6,77,0,6.47,5.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,Carcinogenesis (neop),2.24e-10,189.27,6,22,0,7.64,7.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,Germ-Line Mutation (genf),2.24e-10,193.27,6,8,0,10.5,7.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Asians (popg),2.24e-10,176.43,6,58,0,6.62,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,"Recipient, Transplant (podg)",2.24e-10,177.03,6,28,0,7.29,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Prostatic Neoplasms (neop),2.24e-10,193.27,6,10,0,9.6,9.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Males (popg),2.24e-10,214.21,6,27,0,7.33,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),ISA,Cancer of Urinary Tract (neop),2.25e-10,183.04,6,8,0,10.5,5.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Urologist (humn),2.24e-10,184.91,6,20,0,7.8,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PART_OF,Solid organ (bpoc),1.14e-07,177.92,6,5,0,9.17,3.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,cohort (popg),2.24e-10,184.03,5,350,1,5.07,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Donor person (humn),2.58e-10,193.27,6,7,0,11.14,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Oxidative Stress (comd),1.72e-09,193.27,6,6,0,12.0,9.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,General Population (popg),2.24e-10,183.6,6,51,0,6.71,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Black African (popg),1.91e-07,166.96,6,5,0,9.17,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Koreans (ethnic group) (popg),6.51e-08,193.27,6,5,0,9.17,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,network (popg),2.24e-10,179.11,6,11,0,9.27,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,High-Risk Cancer (neop),2.58e-10,193.27,6,7,0,11.14,9.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Couples (humn),2.24e-10,180.12,6,18,0,8.0,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Malignant neoplasm of kidney (neop),3.43e-08,216.29,6,5,0,9.17,9.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Caucasoid Race (popg),2.24e-10,179.45,6,124,0,6.29,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),ISA,Malignant disease (dsyn),2.24e-10,187.7,6,31,0,7.16,5.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,gene polymorphism (genf),2.24e-10,189.6,6,24,0,7.5,7.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,"Mice, Nude (mamm)",2.24e-10,176.25,6,66,0,6.55,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Racial group (popg),2.24e-10,187.14,6,28,0,7.29,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Transgenic Model (emod),2.24e-10,185.87,6,57,0,6.63,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Hospital specialist (humn),2.24e-10,171.35,6,16,0,8.25,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Modulus (invt),2.24e-10,188.43,6,18,0,8.0,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,African American (popg),2.24e-10,179.93,6,170,0,6.21,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Health Personnel (humn),2.24e-10,173.54,6,11,0,9.27,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,High Risk Populations (popg),2.24e-10,188.89,6,20,0,7.8,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Control Groups (humn),2.24e-10,181.77,6,28,0,7.29,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Tumorigenesis (neop),2.24e-10,193.27,6,8,0,10.5,9.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,cohort (popg),2.24e-10,180.75,6,76,0,6.47,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Participant (humn),2.24e-10,186.17,6,95,0,6.38,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Brothers (humn),2.24e-10,163.69,6,38,0,6.95,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Neoplasm Metastasis (neop),2.24e-10,183.75,6,26,0,7.38,9.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PART_OF,Lobe (bpoc),2.77e-06,193.27,6,4,0,6.67,3.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,tumor growth (neop),2.24e-10,187.13,6,14,0,8.57,7.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),OCCURS_IN,cohort (popg),2.24e-10,193.28,5,19,1,6.32,21.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PRODUCES,Testosterone (strd),6.51e-08,193.27,6,5,0,9.17,20.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Metabolic syndrome (dsyn),2.24e-10,155.36,6,10,0,9.6,9.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,Gene Expression (genf),6.51e-08,193.27,6,5,0,9.17,7.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Physicians (humn),2.24e-10,184.91,6,20,0,7.8,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),ISA,Prostatic Neoplasms (neop),2.24e-10,186.19,6,12,0,9.0,5.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Advanced cancer (neop),2.77e-06,193.27,6,4,0,6.67,9.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),ISA,Urologic Diseases (dsyn),2.24e-10,193.27,6,14,0,8.57,5.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,spouse (humn),4.71e-06,174.85,6,4,0,6.67,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),AFFECTS,Disease Progression (patf),2.24e-10,187.52,6,15,0,8.4,7.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Survivors (podg),2.24e-10,156.72,6,430,0,6.08,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,Long-Term Survivors (podg),2.24e-10,152.35,6,20,0,7.8,1.0
Calcium intake (fndg),PREDISPOSES,Malignant neoplasm of prostate (neop),PROCESS_OF,"Mice, Inbred C57BL (mamm)",2.9e-09,180.11,6,6,0,12.0,1.0
Calcium (bacs),COEXISTS_WITH,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),4.91e-57,232.23,43,35,0,63.49,8.0
Calcium (bacs),COEXISTS_WITH,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),1.36e-44,223.25,43,28,0,46.23,4.0
Cholecalciferol (phsu),TREATS,Control Groups (humn),LOCATION_OF,Prostate-Specific Antigen (aapp),1.85e-11,268.39,6,9,0,10.0,2.0
Ligands (chem),INTERACTS_WITH,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.85e-11,266.09,6,14,0,8.57,8.0
Ligands (chem),INTERACTS_WITH,Vitamin D3 Receptor (gngm),PREDISPOSES,Malignant neoplasm of prostate (neop),1.85e-11,265.32,6,13,0,8.77,10.0
Ligands (chem),INTERACTS_WITH,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.52e-09,277.59,6,6,0,12.0,8.0
Replacement therapy (topp),USES,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),4.91e-57,238.77,58,35,0,56.12,6.0
Replacement therapy (topp),USES,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),1.36e-44,229.79,58,28,0,41.52,4.0
Supplementation (topp),compared_with,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),2.77e-09,241.71,5,35,0,5.71,8.0
Supplementation (topp),compared_with,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),2.77e-09,232.73,5,28,0,5.89,4.0
Vitamin D (phsu),COEXISTS_WITH,Single Nucleotide Polymorphism (nusq),PREDISPOSES,Malignant neoplasm of prostate (neop),1.47e-10,197.75,6,61,0,6.59,9.0
Vitamin D (phsu),COEXISTS_WITH,Single Nucleotide Polymorphism (nusq),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.47e-10,188.9,6,112,0,6.32,8.0
Vitamin D (phsu),COEXISTS_WITH,Single Nucleotide Polymorphism (nusq),COEXISTS_WITH,CYP17A1 gene|CYP17A1 (gngm),1.78e-09,136.71,6,8,0,10.5,9.0
Vitamin D (phsu),COEXISTS_WITH,Single Nucleotide Polymorphism (nusq),PART_OF,8q24 (nusq),1.47e-10,154.28,6,14,0,8.57,3.0
Vitamin D (phsu),COEXISTS_WITH,Single Nucleotide Polymorphism (nusq),ASSOCIATED_WITH,Aggressive behavior (mobd),2.55e-10,150.08,6,8,0,10.5,8.0
Vitamin D (phsu),COEXISTS_WITH,Single Nucleotide Polymorphism (nusq),CAUSES,Malignant neoplasm of prostate (neop),2.77e-06,203.39,6,4,0,6.67,9.0
Vitamin D (phsu),COEXISTS_WITH,Single Nucleotide Polymorphism (nusq),COEXISTS_WITH,PSCA gene|PSCA (gngm),2.83e-09,190.23,6,6,0,12.0,9.0
Vitamin D (phsu),COEXISTS_WITH,Single Nucleotide Polymorphism (nusq),LOCATION_OF,Malignant neoplasm of prostate (neop),1.65e-09,203.39,6,6,0,12.0,2.0
Calcium (bacs),PART_OF,Extracellular (celc),LOCATION_OF,Vesicle (acab),2.03e-09,4.42,145,68,0,99.89,2.0
Osteocytes (cell),LOCATION_OF,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),2.25e-07,228.98,4,14,0,5.14,2.0
Osteocytes (cell),LOCATION_OF,Vitamin D3 Receptor (gngm),PREDISPOSES,Malignant neoplasm of prostate (neop),2.25e-07,228.21,4,13,0,5.23,2.0
Osteocytes (cell),LOCATION_OF,Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),2.27e-07,240.49,4,6,0,6.67,2.0
Binding Protein (aapp),INTERACTS_WITH,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),8.91e-25,259.4,13,35,0,17.83,8.0
Binding Protein (aapp),INTERACTS_WITH,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),8.91e-25,250.42,13,28,0,19.04,4.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,SUBCUTANEOUS TUMOR (fndg),3.82e-08,74.37,13,6,0,8.77,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Benign Neoplasm (neop),1.51e-06,128.08,13,4,0,5.23,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Diffusion Magnetic Resonance Imaging (diap),3.37e-08,81.38,13,19,0,21.89,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),PART_OF,Participant (humn),3.35e-07,62.86,13,5,0,6.92,3.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Ovarian Carcinoma (neop),4.74e-06,78.97,13,4,0,5.23,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Glandular proliferation (patf),5.14e-08,55.54,13,6,0,8.77,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,melanoma (neop),1.51e-06,128.08,13,4,0,5.23,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),PART_OF,cohort (popg),4.74e-06,78.97,13,4,0,5.23,3.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Anatomical location (blor),3.37e-08,78.98,13,8,0,12.92,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Morphologically altered structure (anab),3.37e-08,36.7,13,15,0,24.27,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Malignant neoplasm of prostate (neop),3.37e-08,90.34,13,60,0,15.82,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Tumor Burden (diap),3.38e-08,76.93,13,7,0,10.77,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Toxic effect (inpo),1.01e-06,47.17,13,5,0,6.92,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,ABNORMAL GROWTH (fndg),3.37e-08,67.42,13,29,0,18.83,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Hemorrhage (fndg),3.37e-08,36.81,13,13,0,26.0,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Chronic inflammation (patf),3.37e-08,44.78,13,24,0,20.04,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Aggressive behavior (mobd),3.37e-08,88.18,13,9,0,15.23,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Magnetic resonance imaging guided biopsy (diap),3.37e-08,67.42,13,29,0,18.83,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Testosterone (strd),3.37e-08,29.83,13,41,0,17.12,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Neoplasm Metastasis (neop),3.37e-08,81.29,13,33,0,18.12,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Palpation (diap),3.37e-08,57.36,13,13,0,26.0,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),PART_OF,SCID Mice (mamm),3.63e-08,84.24,13,6,0,8.77,3.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Magnetic Resonance Imaging (diap),3.37e-08,71.2,13,505,0,13.33,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,tomography (diap),3.37e-08,71.09,13,30,0,18.63,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),PART_OF,"Rats, Wistar (mamm)",3.37e-08,30.02,13,11,0,20.31,3.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Tumorigenesis (neop),3.37e-08,102.51,13,19,0,21.89,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Tuberculosis (dsyn),9.25e-08,16.36,13,9,0,15.23,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,"Tomography, Emission-Computed (diap)",4.74e-06,78.97,13,4,0,5.23,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Tumor Suppressor Genes (aapp),3.82e-08,74.37,13,6,0,8.77,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Digital Rectal Examination (diap),3.37e-08,65.75,13,42,0,17.02,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Driving While Intoxicated (mobd),3.37e-08,72.28,13,8,0,12.92,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Primary Carcinoma (neop),2.8e-06,97.39,13,4,0,5.23,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Atrophic (patf),3.37e-08,32.27,13,36,0,17.69,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),PART_OF,"Mice, Nude (mamm)",3.37e-08,83.03,13,54,0,16.13,3.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),PART_OF,Bladder (bpoc),3.37e-08,63.91,13,14,0,25.07,3.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Prolactin|PRL (aapp),3.37e-08,59.48,13,10,0,17.69,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Tumor Cell Invasion (fndg),3.37e-08,73.29,13,31,0,18.45,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),PRODUCES,Prostate-Specific Antigen (aapp),3.37e-08,76.47,13,17,0,22.94,3.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Positron-Emission Tomography (diap),3.37e-08,90.31,13,12,0,23.08,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Medical Imaging (diap),3.37e-08,62.58,13,169,0,14.0,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Vitamin D (phsu),3.37e-08,80.65,13,9,0,15.23,2.0
"Tumor cells, malignant (cell)",PART_OF,Prostate (bpoc),LOCATION_OF,Acute inflammation (fndg),3.38e-08,76.93,13,7,0,10.77,2.0
